"locusName"	"Short_description"	"Arabidopsis_homolog"	"Arabidopsis_homolog_defline"	"Clamy_homolog"	"Clamy_homolog_defline"	"Rice_homolog"	"Rice_homolog_defline"
"Solyc01g111630"	"glycerate dehydrogenase"	""	""	""	""	""	""
"Solyc01g111700"	"26S proteasome non-ATPase regulatory subunit 3"	""	""	""	""	""	""
"Solyc01g111720"	"Translation initiation factor 3"	""	""	""	""	""	""
"Solyc01g111730"	"Protein phosphatase 2C"	""	""	""	""	""	""
"Solyc01g111760"	"Vacuolar ATP synthase subunit B"	""	""	""	""	""	""
"Solyc01g111790"	"Serine/threonine protein phosphatase 2A regulatory subunit"	""	""	""	""	""	""
"Solyc01g111800"	"Polyamine transporter PU.1"	""	""	""	""	""	""
"Solyc01g111830"	"Methyltransferase"	""	""	""	""	""	""
"Solyc01g111840"	"Major facilitator superfamily protein"	""	""	""	""	""	""
"Solyc01g111860"	"Ddb1-and cul4-associated factor-like protein"	""	""	""	""	""	""
"Solyc01g111870"	"Serine/threonine-protein kinase ATR"	""	""	""	""	""	""
"Solyc01g111880"	"MAP kinase kinase kinase 11"	""	""	""	""	""	""
"Solyc01g111910"	"RNA polymerase II-associated protein.1"	""	""	""	""	""	""
"Solyc01g111950"	"Serine-threonine protein kinase, plant-type, putative"	""	""	""	""	""	""
"Solyc01g111970"	"L-ascorbate oxidase-like protein"	""	""	""	""	""	""
"Solyc01g111990"	"Alanine--tRNA ligase"	""	""	""	""	""	""
"Solyc01g112010"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	""	""	""	""	""	""
"Solyc01g112020"	"Pentatricopeptide repeat"	""	""	""	""	""	""
"Solyc01g112080"	"Lysm domain GPI-anchored protein 2"	""	""	""	""	""	""
"Solyc01g112090"	"Protein DETOXIFICATION"	""	""	""	""	""	""
"Solyc01g112100"	"Flavin-containing monooxygenase"	""	""	""	""	""	""
"Solyc01g112120"	"Flavin-containing monooxygenase"	""	""	""	""	""	""
"Solyc01g112130"	"Flavin-containing monooxygenase"	""	""	""	""	""	""
"Solyc01g112140"	"Flavin-containing monooxygenase"	""	""	""	""	""	""
"Solyc01g112150"	"SE.1"	""	""	""	""	""	""
"Solyc01g112190"	"Plant regulator RWP-RK family protein, putative"	""	""	""	""	""	""
"Solyc01g112200"	"Pentatricopeptide repeat-containing protein"	""	""	""	""	""	""
"Solyc01g112210"	"Hexosyltransferase"	""	""	""	""	""	""
"Solyc01g112220"	"Protein kinase superfamily protein"	""	""	""	""	""	""
"Solyc01g112240"	"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	""	""	""	""	""	""
"Solyc01g112250"	"Calcium dependent protein kinase"	""	""	""	""	""	""
"Solyc01g112280"	"partialaminoacylase-1"	""	""	""	""	""	""
"Solyc01g112290"	"Glutamate--tRNA ligase, chloroplastic/mitochondrial"	""	""	""	""	""	""
"Solyc01g112310"	"Chloride channel protein"	""	""	""	""	""	""
"Solyc01g112320"	"Protein FAR1-RELATED SEQUENCE 5"	""	""	""	""	""	""
"Solyc01g112340"	"Brefeldin A-inhibited guanine nucleotide-exchange protein 4"	""	""	""	""	""	""
"Solyc01g113620"	"Disease resistance protein (TIR-NBS-LRR class)"	""	""	""	""	""	""
"Solyc02g005180"	"Sugar facilitator protein 2"	""	""	""	""	""	""
"Solyc02g005510"	"Transcriptional coactivator/pterin dehydratase"	""	""	""	""	""	""
"Solyc02g012000"	"ATP synthase subunit alpha, chloroplastic"	""	""	""	""	""	""
"Solyc02g014030"	"Serine/threonine/dual specificity protein kinase, catalytic domain-containing protein"	""	""	""	""	""	""
"Solyc02g014170"	"Zinc finger, C3HC4 type"	""	""	""	""	""	""
"Solyc02g014310"	"glycine rich protein X55695"	""	""	""	""	""	""
"Solyc02g014430"	"Equilibrative nucleotide transporter like"	""	""	""	""	""	""
"Solyc02g014460"	"DNA damage-binding protein CMR1"	""	""	""	""	""	""
"Solyc02g014730"	"Cytochrome P450"	""	""	""	""	""	""
"Solyc02g014830"	"Carboxypeptidase"	""	""	""	""	""	""
"Solyc02g014870"	"Thioredoxin-like protein 4A"	""	""	""	""	""	""
"Solyc02g020940"	"Glyceraldehyde-3-phosphate dehydrogenase"	""	""	""	""	""	""
"Solyc02g021020"	"Pentatricopeptide repeat-containing protein"	""	""	""	""	""	""
"Solyc02g021060"	"Uracil-DNA glycosylase"	""	""	""	""	""	""
"Solyc02g021090"	"DDE_4 domain-containing protein"	""	""	""	""	""	""
"Solyc02g021140"	"Superoxide dismutase"	""	""	""	""	""	""
"Solyc02g021220"	"Subtilisin-like protease"	""	""	""	""	""	""
"Solyc02g021240"	"oligopeptide transporter 1"	""	""	""	""	""	""
"Solyc02g021270"	"Pentatricopeptide repeat"	""	""	""	""	""	""
"Solyc02g021290"	"Photosystem II protein .1"	""	""	""	""	""	""
"Solyc02g021350"	"NAP1-related protein.1"	""	""	""	""	""	""
"Solyc02g021400"	"40S ribosomal protein S28"	""	""	""	""	""	""
"Solyc02g021430"	"Mitochondrial transcription termination factor family protein"	""	""	""	""	""	""
"Solyc02g021470"	"cullin"	""	""	""	""	""	""
"Solyc02g021480"	"Magnesium transporter CorA-like family protein"	""	""	""	""	""	""
"Solyc02g021550"	"Eukaryotic translation initiation factor 4E"	""	""	""	""	""	""
"Solyc02g021560"	"RNA-binding (RRM/RBD/RNP motif) family protein"	""	""	""	""	""	""
"Solyc02g021590"	"Protein male discoverer 2"	""	""	""	""	""	""
"Solyc02g021650"	"UV damaged DNA binding protein 1"	""	""	""	""	""	""
"Solyc02g021680"	"WRKY transcription factor 35"	""	""	""	""	""	""
"Solyc02g021700"	"Alpha N-terminal protein methyltransferase 1"	""	""	""	""	""	""
"Solyc02g021770"	"Cytochrome c oxidase subunit.1"	""	""	""	""	""	""
"Solyc02g022850"	"FAD-binding Berberine family protein"	""	""	""	""	""	""
"Solyc02g022930"	"3-hydroxyisobutyrate dehydrogenase"	""	""	""	""	""	""
"Solyc02g023950"	"Leucine-rich receptor-like protein kinase family protein"	""	""	""	""	""	""
"Solyc02g023990"	"NAD(P)-binding Rossmann-fold superfamily protein"	""	""	""	""	""	""
"Solyc02g024020"	"Calcium-dependent ARF-type GTPase activating protein family"	""	""	""	""	""	""
"Solyc02g024050"	"Ferredoxin--NADP reductase, chloroplastic"	""	""	""	""	""	""
"Solyc02g024070"	"Homeobox leucine-zipper protein"	""	""	""	""	""	""
"Solyc02g027080"	"Disease resistance protein (CC-NBS-LRR class) family"	""	""	""	""	""	""
"Solyc02g030080"	"WD repeat-containing protein 43-like"	""	""	""	""	""	""
"Solyc02g030130"	"Subtilisin-like protease"	""	""	""	""	""	""
"Solyc02g030170"	"DWARF1/DIMINUTO"	""	""	""	""	""	""
"Solyc02g030200"	"Integrase-type DNA-binding superfamily protein"	""	""	""	""	""	""
"Solyc02g030300"	"G-type lectin S-receptor-like serine/threonine-protein kinase"	""	""	""	""	""	""
"Solyc02g030450"	"Protein ROOT HAIR DEFECTIVE 3 homolog"	""	""	""	""	""	""
"Solyc02g030480"	"Alcohol dehydrogenase superfamily"	""	""	""	""	""	""
"Solyc02g031710"	"SBP (S-ribonuclease binding protein) family protein"	""	""	""	""	""	""
"Solyc02g031840"	"Potassium transporter"	""	""	""	""	""	""
"Solyc02g031850"	"Protein kinase domain containing protein"	""	""	""	""	""	""
"Solyc02g031860"	"MAP kinase kinase kinase 12"	""	""	""	""	""	""
"Solyc02g031900"	"Protein kinase domain containing protein"	""	""	""	""	""	""
"Solyc02g031910"	"P.1"	""	""	""	""	""	""
"Solyc02g031980"	"urease accessory protein D"	""	""	""	""	""	""
"Solyc02g032000"	"Agamous-like MADS-box protein AGL.1"	""	""	""	""	""	""
"Solyc02g032100"	"Zinc transporter protein"	""	""	""	""	""	""
"Solyc02g032120"	"Zinc finger (C2H2 type) family protein"	""	""	""	""	""	""
"Solyc02g032200"	"Disease resistance protein (TIR-NBS-LRR class)"	""	""	""	""	""	""
"Solyc02g032330"	"3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 3"	""	""	""	""	""	""
"Solyc02g032480"	"Nuclear pore complex protein NUP214"	""	""	""	""	""	""
"Solyc02g032490"	"Nuclear pore complex protein"	""	""	""	""	""	""
"Solyc02g032650"	"Disease resistance protein (TIR-NBS-LRR class)"	""	""	""	""	""	""
"Solyc02g032660"	"Protein DETOXIFICATION"	""	""	""	""	""	""
"Solyc02g032820"	"Calcium-dependent protein kinase"	""	""	""	""	""	""
"Solyc02g032860"	"5'-adenylylsulfate reductase 1, chloroplastic"	""	""	""	""	""	""
"Solyc02g032930"	"B-cell receptor-associated 31-like"	""	""	""	""	""	""
"Solyc02g032940"	"Aspartic proteinase"	""	""	""	""	""	""
"Solyc02g032950"	"WRKY transcription factor 16"	""	""	""	""	""	""
"Solyc02g032960"	"ATP-dependent zinc metalloprotease FtsH 2"	""	""	""	""	""	""
"Solyc02g032970"	"ATP-dependent zinc metalloprotease FtsH 2"	""	""	""	""	""	""
"Solyc02g033040"	"F-box protein"	""	""	""	""	""	""
"Solyc02g036260"	"ERD (Early-responsive to dehydration stress) family protein"	""	""	""	""	""	""
"Solyc02g036290"	"Malonyl-CoA decarboxylase family protein"	""	""	""	""	""	""
"Solyc02g036300"	"Malonyl-CoA decarboxylase family protein"	""	""	""	""	""	""
"Solyc02g036350"	"1-aminocyclopropane-1-carboxylate oxidase EF501822"	""	""	""	""	""	""
"Solyc02g036370"	"Protein REVEILLE 7-like"	""	""	""	""	""	""
"Solyc02g036450"	"RAB GTPase"	""	""	""	""	""	""
"Solyc02g036470"	"WAT1-related protein, chloroplastic"	""	""	""	""	""	""
"Solyc02g037490"	"AMP-dependent synthetase/ligase"	""	""	""	""	""	""
"Solyc02g037500"	""	""	""	""	""	""	""
"Solyc02g037510"	"Cationic amino acid transporter 2, vacuolar"	""	""	""	""	""	""
"Solyc02g037530"	"auxin response factor 8B"	""	""	""	""	""	""
"Solyc02g037550"	"Auxin efflux carrier"	""	""	""	""	""	""
"Solyc02g038690"	"Histone H2B"	""	""	""	""	""	""
"Solyc02g038740"	"3-hydroxy-3-methylglutaryl coenzyme A reductase"	""	""	""	""	""	""
"Solyc02g038760"	"AT-hook motif nuclear-localized protein 1"	""	""	""	""	""	""
"Solyc02g043860"	"Insulinase (Peptidase family M16) family protein"	""	""	""	""	""	""
"Solyc02g044000"	"ABC transporter C family member 4"	""	""	""	""	""	""
"Solyc02g044030"	"C2 calcium/lipid-binding plant phosphoribosyltransferase family protein"	""	""	""	""	""	""
"Solyc02g044050"	"ABC transporter C family member 4"	""	""	""	""	""	""
"Solyc02g049070"	"ribosomal RNA small subunit methyltransferase J Chr5:2763914-2765431 FORWARD LENGTH=346 201606"	""	""	""	""	""	""
"Solyc02g050200"	"BREAST CANCER 2 like 2A"	""	""	""	""	""	""
"Solyc02g050210"	"BREAST CANCER 2 like 2A"	""	""	""	""	""	""
"Solyc02g050240"	"Oligopeptidase B"	""	""	""	""	""	""
"Solyc02g061760"	"Protein DETOXIFICATION"	""	""	""	""	""	""
"Solyc02g061770"	"Chitinase"	""	""	""	""	""	""
"Solyc02g061790"	"Activated RNA polymerase II transcriptional coactivator p15"	""	""	""	""	""	""
"Solyc02g061840"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	""	""	""	""	""	""
"Solyc02g061870"	"Senescence-specific cysteine protease SAG39"	""	""	""	""	""	""
"Solyc02g062000"	"1-phosphatidylinositol-3-phosphate 5-kinase FAB1A"	""	""	""	""	""	""
"Solyc02g062020"	"Rac-like GTP binding protein"	""	""	""	""	""	""
"Solyc02g062040"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc02g062130"	"Ferredoxin--NADP reductase, chloroplastic"	""	""	""	""	""	""
"Solyc02g062140"	"Armadillo repeat only.1"	""	""	""	""	""	""
"Solyc02g062180"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc02g062190"	"Tryptophan aminotransferase-related protein 4"	""	""	""	""	""	""
"Solyc02g062240"	"Small nuclear ribonucleoprotein Sm D3"	""	""	""	""	""	""
"Solyc02g062250"	"Peptidyl-prolyl cis-trans isomerase"	""	""	""	""	""	""
"Solyc02g062330"	"Kinesin-like protein"	""	""	""	""	""	""
"Solyc02g062340"	"Fructose-bisphosphate aldolase"	""	""	""	""	""	""
"Solyc02g062370"	"Zinc finger CCCH domain-containing protein 19"	""	""	""	""	""	""
"Solyc02g062380"	"GATA transcription factor"	""	""	""	""	""	""
"Solyc02g062390"	"abscisic acid and environmental stress-inducible protein TAS14"	""	""	""	""	""	""
"Solyc02g062430"	"D-2-hydroxyglutarate dehydrogenase, mitochondrial"	""	""	""	""	""	""
"Solyc02g062460"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc02g062490"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc02g062500"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc02g062560"	"Tobacco mosaic virus resistance-1"	""	""	""	""	""	""
"Solyc02g062650"	"Laccase"	""	""	""	""	""	""
"Solyc02g062680"	"Anaphase-promoting complex subunit 10"	""	""	""	""	""	""
"Solyc02g062760"	"GATA transcription factor 18-like"	""	""	""	""	""	""
"Solyc02g062780"	"ATP-dependent DNA helicase DD.1"	""	""	""	""	""	""
"Solyc02g062800"	"Ribosome biogenesis protein BMS1-like protein"	""	""	""	""	""	""
"Solyc02g062890"	"polyol monosaccharide transporter 5"	""	""	""	""	""	""
"Solyc02g062920"	"U2 snRNP auxiliary factor large subunit"	""	""	""	""	""	""
"Solyc02g062950"	"G-box binding"	""	""	""	""	""	""
"Solyc02g063000"	"Glycosyltransferase"	""	""	""	""	""	""
"Solyc02g063020"	"Major facilitator superfamily protein"	""	""	""	""	""	""
"Solyc02g063140"	"3-ketoacyl-CoA synthase"	""	""	""	""	""	""
"Solyc02g063180"	"UDP-N-acetylenolpyruvoylglucosamine reductase"	""	""	""	""	""	""
"Solyc02g063190"	"UDP-N-acetylenolpyruvoylglucosamine reductase"	""	""	""	""	""	""
"Solyc02g063220"	"Mannose-6-phosphate isomerase"	""	""	""	""	""	""
"Solyc02g063250"	"Peptide methionine sulfoxide reductase MsrA"	""	""	""	""	""	""
"Solyc02g063260"	"Protein DETOXIFICATION"	""	""	""	""	""	""
"Solyc02g063270"	"Protein DETOXIFICATION"	""	""	""	""	""	""
"Solyc02g063330"	"Protein kinase superfamily protein"	""	""	""	""	""	""
"Solyc02g063370"	"Calcium-dependent lipid-binding (CaLB domain) family protein"	""	""	""	""	""	""
"Solyc02g063390"	"3-oxo-5-alpha-steroid 4-dehydrogenase (DUF1295)"	""	""	""	""	""	""
"Solyc02g063480"	"Eukaryotic aspartyl protease family protein"	""	""	""	""	""	""
"Solyc02g063490"	"Malate dehydrogenase"	""	""	""	""	""	""
"Solyc02g063520"	"Homeobox-leucine zipper protein HAT22"	""	""	""	""	""	""
"Solyc02g064560"	"protein PHLOEM PROTEIN 2-LIKE A10-like"	""	""	""	""	""	""
"Solyc02g064590"	"ARM repeat superfamily protein"	""	""	""	""	""	""
"Solyc02g064640"	"ADP-ribosylation factor-like protein 8A"	""	""	""	""	""	""
"Solyc02g064650"	"xyloglucan endo-transglycosylase B2"	""	""	""	""	""	""
"Solyc02g064670"	"60S ribosomal protein L26"	""	""	""	""	""	""
"Solyc02g064690"	"Acyl-CoA N-acyltransferases (NAT) superfamily protein"	""	""	""	""	""	""
"Solyc02g064700"	"Protein kinase superfamily protein"	""	""	""	""	""	""
"Solyc02g064750"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc02g064800"	"WD40 repeat"	""	""	""	""	""	""
"Solyc02g064850"	"Cytochrome"	""	""	""	""	""	""
"Solyc02g064960"	"APETALA2b"	""	""	""	""	""	""
"Solyc02g064970"	"Peroxidase"	""	""	""	""	""	""
"Solyc02g064980"	"MAP kinase kinase kinase"	""	""	""	""	""	""
"Solyc02g065010"	"EF-hand domain"	""	""	""	""	""	""
"Solyc02g065050"	"aspartic proteinase PCS1-like"	""	""	""	""	""	""
"Solyc02g065070"	"CDPK-related protein kinase"	""	""	""	""	""	""
"Solyc02g065160"	"SWIB/MDM2 domain"	""	""	""	""	""	""
"Solyc02g065170"	"L-ascorbate oxidase-like protein"	""	""	""	""	""	""
"Solyc02g065180"	"Meiotically up-regulated protein"	""	""	""	""	""	""
"Solyc02g065210"	"Cytochrome P450"	""	""	""	""	""	""
"Solyc02g065230"	"Cytochrome P450"	""	""	""	""	""	""
"Solyc02g065290"	"Dof zinc finger protein2"	""	""	""	""	""	""
"Solyc02g065380"	"Cold-regulated plasma membrane protein 2"	""	""	""	""	""	""
"Solyc02g065400"	"33kDa precursor protein of oxygen-evolving complex"	""	""	""	""	""	""
"Solyc02g065410"	"Pentatricopeptide repeat"	""	""	""	""	""	""
"Solyc02g065490"	"BEL1-like homeodomain protein 4"	""	""	""	""	""	""
"Solyc02g065540"	"E3 ubiquitin-protein ligase"	""	""	""	""	""	""
"Solyc02g065560"	"Pentatricopeptide repeat-containing protein"	""	""	""	""	""	""
"Solyc02g065580"	"Cytochrome b5.1"	""	""	""	""	""	""
"Solyc02g065620"	"BRCT domain-containing protein"	""	""	""	""	""	""
"Solyc02g065650"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc02g065680"	"Amino acid transporter"	""	""	""	""	""	""
"Solyc02g065720"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc02g065750"	"cytochrome P450 AB190445"	""	""	""	""	""	""
"Solyc02g066830"	"Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein"	""	""	""	""	""	""
"Solyc02g066900"	"Ninja"	""	""	""	""	""	""
"Solyc02g066930"	"RNA-binding protein"	""	""	""	""	""	""
"Solyc02g066940"	"Protein RIK"	""	""	""	""	""	""
"Solyc02g066950"	"Alpha-amylase 3, chloroplastic"	""	""	""	""	""	""
"Solyc02g066960"	"UDP-glycosyltransferase 83.1"	""	""	""	""	""	""
"Solyc02g066970"	"hypothetical protein"	""	""	""	""	""	""
"Solyc02g066980"	"TPX2 (Targeting protein for Xklp2) protein family"	""	""	""	""	""	""
"Solyc02g067010"	"ARF guanine-nucleotide exchange factor GN.1"	""	""	""	""	""	""
"Solyc02g067030"	"Non-specific serine/threonine protein kinase"	""	""	""	""	""	""
"Solyc02g067060"	"Hexosyltransferase"	""	""	""	""	""	""
"Solyc02g067070"	"putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain-containing protein"	""	""	""	""	""	""
"Solyc02g067080"	"UDP-glucose 6-dehydrogenase"	""	""	""	""	""	""
"Solyc02g067100"	"TPX2 (Targeting protein for Xklp2) protein family"	""	""	""	""	""	""
"Solyc02g067180"	"cystathionine gamma synthase"	""	""	""	""	""	""
"Solyc02g067200"	"Pentatricopeptide repeat"	""	""	""	""	""	""
"Solyc02g067230"	"Dof zinc finger protein3"	""	""	""	""	""	""
"Solyc02g067250"	"Ribosomal protein L34e superfamily protein"	""	""	""	""	""	""
"Solyc02g067260"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc02g067280"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc02g067310"	"Zinc-finger homeodomain protein 10"	""	""	""	""	""	""
"Solyc02g067320"	"Zinc-finger homeodomain protein 10"	""	""	""	""	""	""
"Solyc02g067340"	"Transcription factor"	""	""	""	""	""	""
"Solyc02g067350"	"DUF1666 domain-containing protein"	""	""	""	""	""	""
"Solyc02g067360"	"Protease Do-like 8, chloroplastic"	""	""	""	""	""	""
"Solyc02g067370"	"Nucleosome assembly protein family"	""	""	""	""	""	""
"Solyc02g067390"	"Binding partner of ACD.1"	""	""	""	""	""	""
"Solyc02g067400"	"Glutaredoxin family protein"	""	""	""	""	""	""
"Solyc02g067410"	"Homeobox-leucine zipper protein HOX.1"	""	""	""	""	""	""
"Solyc02g067440"	"meloidogyne-induced giant cell protein DB114"	""	""	""	""	""	""
"Solyc02g067460"	"Mitochondrial outer membrane protein porin"	""	""	""	""	""	""
"Solyc02g067470"	"Hypersensitive-induced response protein"	""	""	""	""	""	""
"Solyc02g067530"	"Oxoglutarate/iron-dependent oxygenase"	""	""	""	""	""	""
"Solyc02g067540"	"Methyltransferase"	""	""	""	""	""	""
"Solyc02g067620"	"Metal tolerance protein 8"	""	""	""	""	""	""
"Solyc02g067670"	"DNA repair protein UVH3"	""	""	""	""	""	""
"Solyc02g067680"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc02g067690"	"Glycosyltransferase"	""	""	""	""	""	""
"Solyc02g067700"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc02g067710"	"ARM repeat superfamily protein"	""	""	""	""	""	""
"Solyc02g067750"	"Carbonic anhydrase"	""	""	""	""	""	""
"Solyc02g067760"	"MYB transcription factor"	""	""	""	""	""	""
"Solyc02g067830"	"Protein kinase G11A"	""	""	""	""	""	""
"Solyc02g067850"	"U-box domain-containing protein 4-like"	""	""	""	""	""	""
"Solyc02g067870"	"chalcone isomerase"	""	""	""	""	""	""
"Solyc02g067930"	"Glycerol-3-phosphate dehydrogenase [NAD(+)]"	""	""	""	""	""	""
"Solyc02g067970"	"Zinc finger (C3HC4-type RING finger) family protein"	""	""	""	""	""	""
"Solyc02g067980"	"Serine/threonine protein phosphatase 2A regulatory subunit"	""	""	""	""	""	""
"Solyc02g067990"	"AUGMIN subunit 6-like"	""	""	""	""	""	""
"Solyc02g068000"	"F-box protein"	""	""	""	""	""	""
"Solyc02g068060"	"Protein kinase domain"	""	""	""	""	""	""
"Solyc02g068070"	"Lipase"	""	""	""	""	""	""
"Solyc02g068080"	"Chloride channel protein"	""	""	""	""	""	""
"Solyc02g068090"	"30S ribosomal protein S.1"	""	""	""	""	""	""
"Solyc02g068110"	"Transcription and mRNA export factor ENY2"	""	""	""	""	""	""
"Solyc02g068150"	"Nuclear transport factor 2"	""	""	""	""	""	""
"Solyc02g068230"	"Membrane-anchored ubiquitin-fold protein"	""	""	""	""	""	""
"Solyc02g068280"	"subtilisin-like protein"	""	""	""	""	""	""
"Solyc02g068300"	"Lectin-receptor kinase"	""	""	""	""	""	""
"Solyc02g068330"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc02g068340"	"Kinesin-like protein"	""	""	""	""	""	""
"Solyc02g068350"	"Uroporphyrinogen-III synthase"	""	""	""	""	""	""
"Solyc02g068370"	"C-type lectin receptor-like tyrosine-protein kinase"	""	""	""	""	""	""
"Solyc02g068390"	"Mitochondrial inner membrane protease subunit.1"	""	""	""	""	""	""
"Solyc02g068430"	"Choline-phosphate cytidylyltransferase"	""	""	""	""	""	""
"Solyc02g068440"	"RNA binding protein"	""	""	""	""	""	""
"Solyc02g068450"	"V-type proton ATPase subunit F"	""	""	""	""	""	""
"Solyc02g068480"	"U4/U6.U5 tri-snRNP-associated protein 2"	""	""	""	""	""	""
"Solyc02g068490"	"Copper-transporting ATPase RA.1"	""	""	""	""	""	""
"Solyc02g068530"	"UDP-N-acetylglucosamine diphosphorylase 1"	""	""	""	""	""	""
"Solyc02g068550"	"FAR1-related sequence.1"	""	""	""	""	""	""
"Solyc02g068560"	"Protein CHROMATIN REMODELING 4"	""	""	""	""	""	""
"Solyc02g068580"	"Histone acetyltransferase type B catalytic subunit"	""	""	""	""	""	""
"Solyc02g068590"	"Potassium transporter"	""	""	""	""	""	""
"Solyc02g068630"	"Pentatricopeptide repeat"	""	""	""	""	""	""
"Solyc02g068670"	"Ankyrin repeat"	""	""	""	""	""	""
"Solyc02g068680"	"Cysteine/Histidine-rich .1"	""	""	""	""	""	""
"Solyc02g068700"	"Histidine triad (HIT) protein"	""	""	""	""	""	""
"Solyc02g068730"	"60 kDa chaperonin"	""	""	""	""	""	""
"Solyc02g068740"	"Glycine cleavage system H protein"	""	""	""	""	""	""
"Solyc02g068760"	"Pentatricopeptide repeat-containing protein"	""	""	""	""	""	""
"Solyc02g068770"	"Ribosomal protein L30"	""	""	""	""	""	""
"Solyc02g068820"	"Receptor-like protein kinase"	""	""	""	""	""	""
"Solyc02g068890"	"Pentatricopeptide repeat-containing protein"	""	""	""	""	""	""
